Produto,Grupo,SubGrupo,Ultima Compra,Ultima Venda,Qtd Ent,Estoque Geral,Custo Estoque,Vr.Venal,Qtde Ven,Custo Venda,Vr.Venda,Margem,Venda Media,Reposicao,Pr.Venda
CARDIGAN TIJOLINHO,Confeccao,CASACO,28/03/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.39,69.9
CARDIGAN TIJOLINHO RENDADO,Confeccao,CASACO,26/03/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.0,69.9
CARRO,Acessorios,ACESSORIOS,10/04/19,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.9,49.9
CARTAZ,Acessorios,ACESSORIOS,13/11/17,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.55,1.0
CARTEIEA,Acessorios,CARTEIRA,30/09/17,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.61,59.9
CARTEIRA,Acessorios,ACESSORIOS,24/04/25,00/00/00,231,25.0,844.78,1777.5,0,0.0,0.0,0.0,0.0,17.38441176470588,45.77058823529412
CARTEIRA,Acessorios,CARTEIRA,31/05/12,24/01/25,1667,54.0,2145.45,4294.6,16,696.3,1134.0,1184.99,110.0,30.954190476190476,62.4
CARTEIRA,Acessorios,CINTO,24/03/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.95,49.91
CARTEIRA,Confeccao,BLUSA,26/09/16,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.2,69.9
CARTEIRA,Sapato Feminino,SAPATO,26/09/16,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.2,69.9
CARTEIRA ARLUX,Acessorios,CINTO,24/03/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.45,34905
CARTEIRA BETTY,Acessorios,CINTO,24/03/11,00/00/00,29,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.28333333333333,48.23666666666666
CARTEIRA FASOLO,Acessorios,CINTO,31/05/12,00/00/00,67,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.52142857142857,30.614285714285717
CARTEIRA FEM,Acessorios,CARTEIRA,12/02/14,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.6,49.9
CARTEIRA FEMININA,Acessorios,CARTEIRA,30/09/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,59.9
CARTEIRA MASC,Acessorios,CARTEIRA,28/03/15,00/00/00,165,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.563333333333333,59.34444444444445
CARTEIRA MASC.,Acessorios,CARTEIRA,29/11/12,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.55,29.9
CARTEIRA3,Acessorios,ACESSORIOS,23/05/14,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.57,9.9
CARTEIRAS,Acessorios,ACESSORIOS,31/10/18,00/00/00,53,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.9,29.9
CARTEIRAS,Acessorios,CARTEIRA,10/04/19,00/00/00,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,39.9
CASACAO ALONGADO,Confeccao,CASACO,25/02/19,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.0,49.9
CASACO,Confeccao,BLUSA,30/03/17,00/00/00,255,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67.79777777777778,132.40194444444444
CASACO,Confeccao,CALCA,28/05/14,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.1,79.9
CASACO,Confeccao,CASACO,31/05/12,28/01/25,689,4.0,240.0,479.6,4,150.4,269.9,404.22,119.9,59.01413580246914,124.71481481481482
CASACO,Confeccao,SOBRETUDO,23/02/19,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.0,99.9
CASACO ABERTO,Confeccao,BLUSA,05/05/17,00/00/00,28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.0,49.9
CASACO ALONGADO,Confeccao,CASACO,25/02/19,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.0,49.9
CASACO BASICO,Confeccao,BLUSA,02/05/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.9
CASACO BASICO,Confeccao,CASACO,26/02/19,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.91,59.9
CASACO BOLINHA,Confeccao,CASACO,25/02/19,00/00/00,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.99,49.9
CASACO BOLSO,Confeccao,CASACO,27/03/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.0,79.9
CASACO BOLSO/CINTO,Confeccao,CAMISETA,26/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.0,69.9
CASACO BORDADO,Confeccao,BLUSA,19/05/11,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
CASACO BORDADO ACETINADO,Confeccao,CASACO,16/05/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,199.9
CASACO BORDADO ROCOCO,Confeccao,CASACO,26/03/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
CASACO BOTAO DOURADO,Confeccao,CASACO,27/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,69.9
CASACO BRILHO,Confeccao,CASACO,27/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
CASACO C/BRILHO,Confeccao,CASACO,27/03/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50.0,89.9
CASACO C/FIOS METALIZADOS,Confeccao,CASACO,27/02/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.6,119.9
"CASACO C/SPAYK,",Confeccao,CASACO,22/05/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.9,169.9
CASACO CAMURCA,Confeccao,CASACO,16/05/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,179.9
CASACO CANELADA,Confeccao,CASACO,26/02/19,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.6,89.9
CASACO CANELADO,Confeccao,BLUSA,03/05/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,89.9
CASACO CARDIGAN,Confeccao,CASACO,08/02/17,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71.91,159.9
CASACO CAROL,Confeccao,CASACO,09/04/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51.9,119.9
CASACO CINTO,Confeccao,CASACO,23/02/19,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.0,89.9
CASACO CIRRE C BOTAO,Confeccao,CASACO,17/05/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72.9,139.9
CASACO CIRRE COM ZIPER,Confeccao,CASACO,17/05/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.9,119.9
CASACO COPIA,Confeccao,CASACO,23/02/19,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.0,99.9
CASACO CORACAO,Confeccao,CASACO,25/02/19,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.99,49.9
CASACO CORAAO,Confeccao,CASACO,26/03/13,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.0,99.9
CASACO CREP,Confeccao,CASACO,01/04/15,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.0,69.9
CASACO CROPPED,Confeccao,CASACO,02/04/15,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
CASACO CURTO,Confeccao,BLUSA,28/03/12,00/00/00,16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
CASACO DALVA,Confeccao,CASACO,09/04/14,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,119.9
CASACO DE LESE,Confeccao,BLUSA,19/05/11,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
CASACO DE RENDA,Confeccao,CASACO,06/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65.9,129.9
CASACO DE VELUDO,Confeccao,CASACO,27/02/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.6,119.9
CASACO DECOTAO,Confeccao,CASACO,23/02/19,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.0,99.9
CASACO DETLH BORDADO,Confeccao,CASACO,15/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,130.82,229.9
CASACO DOKK,Confeccao,BLUSA,02/05/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,89.9
CASACO DOKK 2 PC,Confeccao,BLUSA,02/05/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.9
CASACO ELASTANO,Confeccao,BLUSA,02/05/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.95,69.9
CASACO ELASTANO,Confeccao,CASACO,09/04/14,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,59.9
CASACO ELASTANO POA,Confeccao,CASACO,23/03/16,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.0,49.9
CASACO ELASTANO SILK,Confeccao,CASACO,23/03/16,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.0,49.9
CASACO EST C COURO,Confeccao,CASACO,17/05/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.9,139.9
CASACO EST. LEIA,Confeccao,CASACO,09/04/14,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.9,119.9
CASACO ESTAM,Confeccao,BLUSA,28/04/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
CASACO ESTAM,Confeccao,CASACO,22/05/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
CASACO ESTAM C/COURO,Confeccao,CASACO,22/05/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
CASACO ESTAMPADO,Confeccao,CASACO,09/04/14,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.0,79.9
CASACO FEM,Confeccao,CASACO,27/03/14,00/00/00,27,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.803999999999995,127.9
CASACO FEM BOLSO FLAWER,Confeccao,CASACO,26/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.96,159.9
CASACO FEM DZARM,Confeccao,BLUSA,07/04/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.95,199.91
CASACO FLOR,Confeccao,CASACO,27/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
CASACO FURADINHO,Confeccao,CASACO,27/03/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,69.9
CASACO G,Confeccao,CASACO,27/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.0,59.9
CASACO GOLA FURADINHO,Confeccao,CASACO,27/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,69.9
CASACO GRIPIR,Confeccao,CASACO,26/03/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.0,119.9
CASACO GRIPPI,Confeccao,BLUSA,04/04/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,139.9,249.9
CASACO GRIPPIR,Confeccao,CASACO,23/03/16,00/00/00,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65.0,129.9
CASACO JACAR,Confeccao,CASACO,23/03/16,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.0,99.9
CASACO JACQARD,Confeccao,CASACO,19/03/15,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.13,139.9
CASACO JAQUARD CAVEIRA,Confeccao,CASACO,26/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.76,139.9
CASACO JEANS,Confeccao,BLUSA,10/06/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.95,139.91
CASACO JOANE,Confeccao,CASACO,26/02/19,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,70.48,139.9
CASACO JOQUEI,Confeccao,CASACO,26/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
CASACO K2B,Confeccao,BLUSA,30/04/11,00/00/00,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.95,89.91
CASACO LEOPARDO,Confeccao,CASACO,26/02/19,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.35,229.9
CASACO LINHA,Confeccao,CASACO,09/04/14,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.5,69.9
CASACO LISO,Confeccao,BLUSA,08/05/18,00/00/00,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.95,69.9
CASACO LISO,Confeccao,CASACO,25/02/19,00/00/00,17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18595,39.9
CASACO LISTR.,Confeccao,BLUSA,02/05/12,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.9
CASACO LISTRA,Confeccao,CASACO,26/03/13,00/00/00,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40055,84.9
CASACO LISTRADO,Confeccao,CASACO,26/03/13,00/00/00,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.036666666666665,59.9
CASACO LISTRAS,Confeccao,CASACO,30/04/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
CASACO LONGO,Confeccao,BLUSA,28/03/12,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,139.9
CASACO LONGO,Confeccao,CASACO,01/04/15,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
CASACO LOSANGO,Confeccao,CASACO,27/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
CASACO LUREX,Confeccao,CASACO,27/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.0,119.9
CASACO MADALENA,Confeccao,CASACO,26/02/19,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.01,129.9
CASACO MASC,Confeccao,BLUSA,25/04/12,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.32,49.9
CASACO ML COURO SINTETICO,Confeccao,BLUSA,10/06/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.95,159.91
CASACO MODAL,Confeccao,CASACO,27/03/13,00/00/00,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.45,74.9
CASACO MODAL DEBRUADO,Confeccao,CASACO,09/04/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.0,99.9
CASACO MODAL POA,Confeccao,CASACO,23/03/16,00/00/00,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.0,99.9
CASACO MODALG,Confeccao,CASACO,26/03/13,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.0,99.9
CASACO MOLETON,Confeccao,CASACO,08/02/17,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.41,129.9
CASACO MOUSE,Confeccao,CASACO,27/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43.0,89.9
CASACO MOUSE BOTAO,Confeccao,CASACO,27/03/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.0,99.9
CASACO MOUSSE,Confeccao,CASACO,23/03/16,00/00/00,20,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28985,59.900000000000006
CASACO MOUSSE AIXA,Confeccao,CASACO,09/04/14,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.9,119.9
CASACO MOUSSE CINTO,Confeccao,CASACO,27/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
CASACO MOUSSE FLOR,Confeccao,CASACO,27/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38.0,79.9
CASACO MOUSSE GIANE,Confeccao,CASACO,09/04/14,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,119.9
CASACO OLISA,Confeccao,CASACO,24/04/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.95,99.9
CASACO PELO,Confeccao,BLUSA,07/03/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.96,169.9
CASACO PEU DE POULE,Confeccao,CASACO,23/03/16,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.0,119.9
CASACO PLUSH,Confeccao,CASACO,08/02/17,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.91,179.9
CASACO POA,Confeccao,BLUSA,02/05/12,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.45,69.9
CASACO POA C/ PAETE,Confeccao,BLUSA,04/04/12,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,104.9,199.9
CASACO PONTO LARGO,Confeccao,CASACO,23/03/16,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
CASACO QUADRADO,Confeccao,CASACO,09/04/14,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.0,49.9
CASACO RENDA,Confeccao,CASACO,26/03/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
CASACO RENDA E TRICOLIN,Confeccao,CASACO,16/05/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,199.9
CASACO RENDADO,Confeccao,CASACO,26/03/13,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67.9,129.9
CASACO RENDADO LUREX,Confeccao,CASACO,26/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.69,119.9
CASACO SENHORA,Confeccao,CASACO,26/03/13,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.95,79.9
CASACO STELA,Confeccao,CASACO,09/04/14,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,119.9
CASACO SURIA,Confeccao,CASACO,09/04/14,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52.9,119.9
CASACO TRABALHADO LUREX,Confeccao,CASACO,26/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.6,129.9
CASACO TRANCA,Confeccao,CASACO,23/03/16,00/00/00,23,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.9,69.9
CASACO TRANA,Confeccao,CASACO,26/03/13,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.0,59.9
CASACO TRENCH COAT,Confeccao,CASACO,28/05/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,219.9
CASACO TRIC,Confeccao,BLUSA,19/05/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
CASACO TRICO,Confeccao,BLUSA,19/05/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
CASACO TRICOLE,Confeccao,BLUSA,19/05/11,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
CASACO TRICOT,Confeccao,BLUSA,16/01/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,129.9
CASACO TRICOT,Confeccao,CASACO,19/03/15,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.58333333333333,166.5666666666667
CASACO TWEED C/BOTAO,Confeccao,CASACO,22/05/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,179.9
CASACO TWEED CRISTAL,Confeccao,CASACO,09/04/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,119.9
CASACO VELUDO,Confeccao,BLUSA,28/04/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
CASACO WORK,Confeccao,CASACO,17/09/14,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,199.9
CASACO XADREZ,Confeccao,BLUSA,29/04/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52.45,104.9
CASACO XADREZ,Confeccao,CASACO,30/04/13,00/00/00,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.556666666666665,69.9
CASACO YASMIM,Confeccao,BLUSA,18/04/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.95,169.92
CASACO ZIPER,Confeccao,BLUSA,02/05/12,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.95,69.9
CASAQUET,Confeccao,BLUSA,26/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67.45,124.9
CASAQUETE,Confeccao,BLUSA,14/09/11,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.9,79.9
CASAQUETO,Confeccao,BLUSA,29/04/11,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.361111111111114,101.01333333333334
CASAQUETO,Confeccao,CASACO,26/03/13,00/00/00,25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43.089999999999996,95.61428571428573
CASAQUETO,Confeccao,JAQUETA,27/11/12,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.25,49.9
CASAQUETO 3/4 LUREX,Confeccao,CASACO,26/03/13,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.0,69.9
CASAQUETO ELAST. CINTO,Confeccao,BLUSA,10/08/12,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.9,59.9
CASAQUETO EMY,Confeccao,BLUSA,02/05/12,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
CASAQUETO ESTAM,Confeccao,BLUSA,29/04/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.91
CASAQUETO ESTAMPADO,Confeccao,BLUSA,19/05/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.95,109905
CASAQUETO ESTAMPADO,Confeccao,CASACO,09/04/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,69.9
CASAQUETO FLORAL,Confeccao,BLUSA,19/05/11,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
CASAQUETO GLORIA,Confeccao,BLUSA,02/05/12,00/00/00,19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
CASAQUETO JACAR,Confeccao,BLUSA,03/05/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
CASAQUETO LESE,Confeccao,BLUSA,19/05/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
CASAQUETO LINHO,Confeccao,BLUSA,29/04/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.95,119.9
CASAQUETO LUREX,Confeccao,CASACO,28/03/13,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.39,72.9
CASAQUETO ML,Confeccao,BLUSA,19/05/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
CASAQUETO MOUUSE,Confeccao,CASACO,09/04/14,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,119.9
CASAQUETO XADREZ,Confeccao,BLUSA,02/05/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.95,149.9
CASAQUINHO,Confeccao,BLUSA,30/03/17,00/00/00,46,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.84357142857143,106.3307142857143
CASAQUINHO,Confeccao,CASACO,31/07/21,10/02/25,27,0.0,0.0,0.0,1,59.0,50.0,15.25,50.0,58.5475,119.9
CASAQUINHO 12 LAPELAS,Confeccao,CASACO,05/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72.9,139.9
CASAQUINHO 2 BOLSOS VELUDO,Confeccao,CASACO,05/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
CASAQUINHO BARCEL GALAO,Confeccao,CASACO,26/03/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
CASAQUINHO C/RENDA COSTAS,Confeccao,CASACO,03/04/14,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.71,149.9
CASAQUINHO CANLADO PELO,Confeccao,CASACO,26/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
CASAQUINHO CHANEL,Confeccao,CASACO,28/03/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.09,79.9
CASAQUINHO CHANEL ESPAIK,Confeccao,CASACO,26/03/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.0,79.9
CASAQUINHO CORRENTE,Confeccao,CASACO,01/04/15,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
CASAQUINHO CRUZ,Confeccao,CASACO,28/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.8,59.9
CASAQUINHO CRUZ LUREX,Confeccao,CASACO,26/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.0,69.9
CASAQUINHO ESTAM,Confeccao,BLUSA,19/05/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.9,119.9
CASAQUINHO FURADINHO,Confeccao,CASACO,27/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.0,69.9
CASAQUINHO FURO,Confeccao,CASACO,26/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
