Produto,Grupo,SubGrupo,Ultima Compra,Ultima Venda,Qtd Ent,Estoque Geral,Custo Estoque,Vr.Venal,Qtde Ven,Custo Venda,Vr.Venda,Margem,Venda Media,Reposicao,Pr.Venda
CAMISA FEM,Confeccao,CAMISA,17/09/15,00/00/00,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.90000000000002,189.9
CAMISA FEM C/ PATCHES,Confeccao,BLUSA,08/02/17,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
CAMISA FEMININA,Confeccao,CAMISA,26/03/13,00/00/00,35,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.9,109.9
CAMISA FLAME,Confeccao,CAMISA,01/08/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.9,49.9
CAMISA FLANELADA,Confeccao,BLUSA,24/04/17,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.9,89.9
CAMISA FLORAL,Confeccao,CAMISA,29/07/14,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,199.9
CAMISA FLORAL C CINTO,Confeccao,CAMISA,10/08/11,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
CAMISA FREND,Confeccao,CAMISA,28/02/13,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.61,49.9
CAMISA FRENTE PATES,Confeccao,BLUSA,16/01/13,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
CAMISA G/POLO,Confeccao,CAMISA,30/07/13,00/00/00,41,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.56333333333333,81.56666666666668
CAMISA G/POLO LISTRADA,Confeccao,CAMISA,30/07/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
CAMISA GHIFON,Confeccao,CAMISA,05/04/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
CAMISA GIPSY,Confeccao,BLUSA,25/10/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52.9,99.9
CAMISA GLOSS,Confeccao,CAMISA,05/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72.9,129.9
CAMISA GLOSS C/TULE,Confeccao,CAMISA,05/04/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
CAMISA GLOSS ESTAM,Confeccao,CAMISA,05/04/13,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,258.9,109.9
CAMISA GOLA BORDADA,Confeccao,CAMISA,20/03/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.9,159.9
CAMISA GOLA DUPL,Confeccao,CAMISA,20/03/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.99,139.9
CAMISA GOLA POLO MC,Confeccao,CAMISA,26/03/13,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.0,89.9
CAMISA GOLA REDONDA,Confeccao,BLUSA,22/07/11,00/00/00,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.95,44.9
CAMISA GOLA V,Confeccao,BLUSA,22/07/11,00/00/00,36,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.95,44.9
CAMISA GOLA V,Confeccao,CAMISA,20/10/11,00/00/00,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,39.9
CAMISA GOTA,Confeccao,CAMISA,21/11/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,119.9
CAMISA ILHOS/C PATCHES,Confeccao,BLUSA,08/02/17,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
CAMISA JEANS,Confeccao,BLUSA,24/04/17,00/00/00,17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,60.364999999999995,119.9
CAMISA JEANS,Confeccao,CAMISA,28/02/13,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,60.94166666666666,139.9
CAMISA JEANS BORDADO,Confeccao,CAMISA,10/03/16,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,115.9,199.9
CAMISA JEANS COM BOLSOS,Confeccao,CAMISA,28/05/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
CAMISA JEANS LISTTRADA,Confeccao,CAMISA,12/03/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,149.9
CAMISA KAMAROS,Confeccao,BLUSA,26/07/11,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.95,39.91
CAMISA LINEA,Confeccao,CAMISA,20/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.99,139.9
CAMISA LISA,Confeccao,CAMISA,29/05/15,00/00/00,20,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.95,69.9
CAMISA LISTRADA,Confeccao,BLUSA,17/09/24,22/02/25,2,0.0,0.0,0.0,2,82.0,140.0,70.73,70.0,32.8,149.9
CAMISA LORENA,Confeccao,CAMISA,11/03/16,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,199.9
CAMISA M LONGA,Confeccao,CAMISA,28/05/14,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.23333333333333,103.23333333333335
CAMISA M/C,Confeccao,CAMISA,08/08/12,00/00/00,53,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.65,57.4
CAMISA M/L,Confeccao,BLUSA,04/04/12,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
CAMISA M/L,Confeccao,CAMISA,08/08/12,00/00/00,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41.9,79.9
CAMISA M/L ASTURIAS,Confeccao,CAMISA,27/03/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.86,119.9
CAMISA M/LONGA,Confeccao,CAMISA,16/01/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.9,69.9
CAMISA MAD VAMP,Confeccao,CAMISA,15/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,107.91,199.9
CAMISA MALHA,Confeccao,CAMISA,14/11/12,00/00/00,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.9,49.9
CAMISA MALVEE,Confeccao,BLUSA,04/05/11,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.45,74.9
CAMISA MANGA C,Confeccao,CAMISA,27/02/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.9,119.9
CAMISA MANGA LOMGA,Confeccao,BLUSA,04/04/12,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.9,69.9
CAMISA MANGA LONGA,Confeccao,CAMISA,01/04/16,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,116.9,199.9
CAMISA MAS,Confeccao,CAMISA,26/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50995,99.9
CAMISA MASC,Confeccao,BLUSA,05/03/15,00/00/00,21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.4,59.900000000000006
CAMISA MASC,Confeccao,CAMISA,26/03/12,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41.56,84.9
CAMISA MASC DIGITAL,Confeccao,BLUSA,05/04/11,00/00/00,19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.949999999999998,29.899999999999995
CAMISA MASC DZ,Confeccao,BLUSA,20/04/11,00/00/00,86,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.95,29.9
CAMISA MASC DZARM,Confeccao,BLUSA,08/04/11,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43.28333333333333,86.57333333333332
CAMISA MASC LATIFUNDIO,Confeccao,BLUSA,03/06/11,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.45,74.9
CAMISA MASC ML,Confeccao,BLUSA,23/04/11,00/00/00,21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.45,54905
CAMISA MASC OSMOZE,Confeccao,BLUSA,06/04/11,00/00/00,34,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43.16428571428572,86.33285714285715
CAMISA MASC PH2,Confeccao,BLUSA,06/04/11,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.95,49.906666666666666
CAMISA MASC POLO,Confeccao,BLUSA,06/04/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.95,59.9
CAMISA MASC SLIM,Confeccao,CAMISA,01/08/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,39.9
CAMISA MASCULINA,Confeccao,CAMISA,28/06/13,00/00/00,36,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.903333333333336,101.56666666666668
CAMISA MATISSE,Confeccao,CAMISA,20/02/15,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.92,129.9
CAMISA ML,Confeccao,BLUSA,01/08/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,88.9,159.9
CAMISA ML FEM DZ,Confeccao,BLUSA,05/05/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.95,119.9
CAMISA ML GOLA,Confeccao,BLUSA,19/05/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.9,99.91
CAMISA ML MASC DZARM,Confeccao,BLUSA,07/04/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
