ID_Produto,Produto,Grupo,SubGrupo,Ultima Compra,Ultima Venda,Qtd Ent,Estoque Geral,Custo Estoque,Vr.Venal,Qtde Ven,Custo Venda,Vr.Venda,Margem,Venda Media,Reposicao,Pr.Venda
2150,CASACO FEM,Confeccao,CASACO,2014-03-27,,27,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.804,127.9
2151,CASACO FEM BOLSO FLAWER,Confeccao,CASACO,2013-03-26,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.96,159.9
2152,CASACO FEM DZARM,Confeccao,BLUSA,2011-04-07,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.95,199.91
2153,CASACO FLOR,Confeccao,CASACO,2013-03-27,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
2154,CASACO FURADINHO,Confeccao,CASACO,2013-03-27,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,69.9
2155,CASACO G,Confeccao,CASACO,2013-03-27,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.0,59.9
2156,CASACO GOLA FURADINHO,Confeccao,CASACO,2013-03-27,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,69.9
2157,CASACO GRIPIR,Confeccao,CASACO,2013-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.0,119.9
2158,CASACO GRIPPI,Confeccao,BLUSA,2012-04-04,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,139.9,249.9
2159,CASACO GRIPPIR,Confeccao,CASACO,2016-03-23,,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65.0,129.9
2160,CASACO JACAR,Confeccao,CASACO,2016-03-23,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.0,99.9
2161,CASACO JACQARD,Confeccao,CASACO,2015-03-19,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.13,139.9
2162,CASACO JAQUARD CAVEIRA,Confeccao,CASACO,2013-03-26,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.76,139.9
2163,CASACO JEANS,Confeccao,BLUSA,2011-06-10,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.95,139.91
2164,CASACO JOANE,Confeccao,CASACO,2019-02-26,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,70.48,139.9
2165,CASACO JOQUEI,Confeccao,CASACO,2013-03-26,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
2166,CASACO K2B,Confeccao,BLUSA,2011-04-30,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.95,89.91
2167,CASACO LEOPARDO,Confeccao,CASACO,2019-02-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.35,229.9
2168,CASACO LINHA,Confeccao,CASACO,2014-04-09,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.5,69.9
2169,CASACO LISO,Confeccao,BLUSA,2018-05-08,,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.95,69.9
2170,CASACO LISO,Confeccao,CASACO,2019-02-25,,17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.595,39.9
2171,CASACO LISTR.,Confeccao,BLUSA,2012-05-02,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.9
2172,CASACO LISTRA,Confeccao,CASACO,2013-03-26,,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.055,84.9
2173,CASACO LISTRADO,Confeccao,CASACO,2013-03-26,,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.036666666666665,59.9
2174,CASACO LISTRAS,Confeccao,CASACO,2013-04-30,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
2175,CASACO LONGO,Confeccao,BLUSA,2012-03-28,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,139.9
2176,CASACO LONGO,Confeccao,CASACO,2015-04-01,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
2177,CASACO LOSANGO,Confeccao,CASACO,2013-03-27,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
2178,CASACO LUREX,Confeccao,CASACO,2013-03-27,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.0,119.9
2179,CASACO MADALENA,Confeccao,CASACO,2019-02-26,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.01,129.9
2180,CASACO MASC,Confeccao,BLUSA,2012-04-25,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.32,49.9
2181,CASACO ML COURO SINTETICO,Confeccao,BLUSA,2011-06-10,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.95,159.91
2182,CASACO MODAL,Confeccao,CASACO,2013-03-27,,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.45,74.9
2183,CASACO MODAL DEBRUADO,Confeccao,CASACO,2014-04-09,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.0,99.9
2184,CASACO MODAL POA,Confeccao,CASACO,2016-03-23,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.0,99.9
2185,CASACO MODALG,Confeccao,CASACO,2013-03-26,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.0,99.9
2186,CASACO MOLETON,Confeccao,CASACO,2017-02-08,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.41,129.9
2187,CASACO MOUSE,Confeccao,CASACO,2013-03-27,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43.0,89.9
2188,CASACO MOUSE BOTAO,Confeccao,CASACO,2013-03-27,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.0,99.9
2189,CASACO MOUSSE,Confeccao,CASACO,2016-03-23,,20,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.985,59.900000000000006
2190,CASACO MOUSSE AIXA,Confeccao,CASACO,2014-04-09,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.9,119.9
2191,CASACO MOUSSE CINTO,Confeccao,CASACO,2013-03-27,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
2192,CASACO MOUSSE FLOR,Confeccao,CASACO,2013-03-27,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38.0,79.9
2193,CASACO MOUSSE GIANE,Confeccao,CASACO,2014-04-09,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,119.9
2194,CASACO OLISA,Confeccao,CASACO,2013-04-24,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.95,99.9
2195,CASACO PELO,Confeccao,BLUSA,2012-03-07,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.96,169.9
2196,CASACO PEU DE POULE,Confeccao,CASACO,2016-03-23,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.0,119.9
2197,CASACO PLUSH,Confeccao,CASACO,2017-02-08,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.91,179.9
2198,CASACO POA,Confeccao,BLUSA,2012-05-02,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.45,69.9
2199,CASACO POA C/ PAETE,Confeccao,BLUSA,2012-04-04,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,104.9,199.9
2200,CASACO PONTO LARGO,Confeccao,CASACO,2016-03-23,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
2201,CASACO QUADRADO,Confeccao,CASACO,2014-04-09,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.0,49.9
2202,CASACO RENDA,Confeccao,CASACO,2013-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
2203,CASACO RENDA E TRICOLIN,Confeccao,CASACO,2012-05-16,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,199.9
2204,CASACO RENDADO,Confeccao,CASACO,2013-03-26,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67.9,129.9
2205,CASACO RENDADO LUREX,Confeccao,CASACO,2013-03-26,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.69,119.9
2206,CASACO SENHORA,Confeccao,CASACO,2013-03-26,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.95,79.9
2207,CASACO STELA,Confeccao,CASACO,2014-04-09,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,119.9
2208,CASACO SURIA,Confeccao,CASACO,2014-04-09,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52.9,119.9
2209,CASACO TRABALHADO LUREX,Confeccao,CASACO,2013-03-26,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.6,129.9
2210,CASACO TRANCA,Confeccao,CASACO,2016-03-23,,23,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.9,69.9
2211,CASACO TRANA,Confeccao,CASACO,2013-03-26,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.0,59.9
2212,CASACO TRENCH COAT,Confeccao,CASACO,2014-05-28,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,219.9
2213,CASACO TRIC,Confeccao,BLUSA,2011-05-19,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
2214,CASACO TRICO,Confeccao,BLUSA,2011-05-19,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
2215,CASACO TRICOLE,Confeccao,BLUSA,2011-05-19,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
2216,CASACO TRICOT,Confeccao,BLUSA,2013-01-16,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,129.9
2217,CASACO TRICOT,Confeccao,CASACO,2015-03-19,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.58333333333333,166.5666666666667
2218,CASACO TWEED C/BOTAO,Confeccao,CASACO,2013-05-22,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,179.9
2219,CASACO TWEED CRISTAL,Confeccao,CASACO,2014-04-09,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,119.9
2220,CASACO VELUDO,Confeccao,BLUSA,2011-04-28,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
2221,CASACO WORK,Confeccao,CASACO,2014-09-17,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,199.9
2222,CASACO XADREZ,Confeccao,BLUSA,2011-04-29,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52.45,104.9
2223,CASACO XADREZ,Confeccao,CASACO,2013-04-30,,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.556666666666665,69.9
2224,CASACO YASMIM,Confeccao,BLUSA,2011-04-18,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.95,169.92
2225,CASACO ZIPER,Confeccao,BLUSA,2012-05-02,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.95,69.9
2226,CASAQUET,Confeccao,BLUSA,2013-03-26,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67.45,124.9
2227,CASAQUETE,Confeccao,BLUSA,2011-09-14,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.9,79.9
2228,CASAQUETO,Confeccao,BLUSA,2011-04-29,,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.36111111111112,101.01333333333334
2229,CASAQUETO,Confeccao,CASACO,2013-03-26,,25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43.09,95.61428571428571
2230,CASAQUETO,Confeccao,JAQUETA,2012-11-27,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.25,49.9
2231,CASAQUETO 3/4 LUREX,Confeccao,CASACO,2013-03-26,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.0,69.9
2232,CASAQUETO ELAST. CINTO,Confeccao,BLUSA,2012-08-10,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.9,59.9
2233,CASAQUETO EMY,Confeccao,BLUSA,2012-05-02,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
2234,CASAQUETO ESTAM,Confeccao,BLUSA,2011-04-29,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.91
2235,CASAQUETO ESTAMPADO,Confeccao,BLUSA,2011-05-19,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.95,109.905
2236,CASAQUETO ESTAMPADO,Confeccao,CASACO,2014-04-09,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,69.9
2237,CASAQUETO FLORAL,Confeccao,BLUSA,2011-05-19,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
2238,CASAQUETO GLORIA,Confeccao,BLUSA,2012-05-02,,19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
2239,CASAQUETO JACAR,Confeccao,BLUSA,2012-05-03,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
2240,CASAQUETO LESE,Confeccao,BLUSA,2011-05-19,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
2241,CASAQUETO LINHO,Confeccao,BLUSA,2011-04-29,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.95,119.9
2242,CASAQUETO LUREX,Confeccao,CASACO,2013-03-28,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.39,72.9
2243,CASAQUETO ML,Confeccao,BLUSA,2011-05-19,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
2244,CASAQUETO MOUUSE,Confeccao,CASACO,2014-04-09,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,119.9
2245,CASAQUETO XADREZ,Confeccao,BLUSA,2012-05-02,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.95,149.9
2246,CASAQUINHO,Confeccao,BLUSA,2017-03-30,,46,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.84357142857143,106.3307142857143
2247,CASAQUINHO,Confeccao,CASACO,2021-07-31,2025-02-10,27,0.0,0.0,0.0,1,59.0,50.0,15.25,50.0,58.5475,119.9
2248,CASAQUINHO 12 LAPELAS,Confeccao,CASACO,2013-04-05,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72.9,139.9
2249,CASAQUINHO 2 BOLSOS VELUDO,Confeccao,CASACO,2013-04-05,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
2250,CASAQUINHO BARCEL GALAO,Confeccao,CASACO,2013-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
2251,CASAQUINHO C/RENDA COSTAS,Confeccao,CASACO,2014-04-03,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.71,149.9
2252,CASAQUINHO CANLADO PELO,Confeccao,CASACO,2013-03-26,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
2253,CASAQUINHO CHANEL,Confeccao,CASACO,2013-03-28,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.09,79.9
2254,CASAQUINHO CHANEL ESPAIK,Confeccao,CASACO,2013-03-26,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.0,79.9
2255,CASAQUINHO CORRENTE,Confeccao,CASACO,2015-04-01,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
2256,CASAQUINHO CRUZ,Confeccao,CASACO,2013-03-28,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.8,59.9
2257,CASAQUINHO CRUZ LUREX,Confeccao,CASACO,2013-03-26,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.0,69.9
2258,CASAQUINHO ESTAM,Confeccao,BLUSA,2011-05-19,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.9,119.9
2259,CASAQUINHO FURADINHO,Confeccao,CASACO,2013-03-27,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.0,69.9
2260,CASAQUINHO FURO,Confeccao,CASACO,2013-03-26,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
2261,CASAQUINHO FURO LUREX,Confeccao,CASACO,2013-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
2262,CASAQUINHO FURO ZIPER,Confeccao,CASACO,2013-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
2263,CASAQUINHO LINHO,Confeccao,CASACO,2013-02-27,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
2264,CASAQUINHO LISTADO,Confeccao,BLUSA,2012-03-07,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
2265,CASAQUINHO LISTRADO TRICOT,Confeccao,CASACO,2014-04-03,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.76,139.9
2266,CASAQUINHO LURES,Confeccao,CASACO,2013-03-26,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.9,49.9
2267,CASAQUINHO LUREX,Confeccao,CASACO,2013-03-26,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.96,149.9
2268,CASAQUINHO MALHA,Confeccao,CASACO,2014-04-16,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
2269,CASAQUINHO MISSIONE,Confeccao,CASACO,2013-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.9,149.9
2270,CASAQUINHO ML,Confeccao,BLUSA,2011-04-28,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.91
2271,CASAQUINHO PONTA FRISE,Confeccao,CASACO,2013-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
2272,CASAQUINHO PONTA NET,Confeccao,CASACO,2013-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
2273,CASAQUINHO RENDADO,Confeccao,CASACO,2013-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.36,129.9
2274,CASAQUINHO RENDADO LUREX,Confeccao,CASACO,2013-03-26,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.88,99.9
2275,CASAQUINHO SBLIMADO,Confeccao,CASACO,2014-04-16,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
2276,CASAQUINHO SENHORA,Confeccao,CASACO,2013-03-27,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.0,79.9
2277,CASAQUINHO TRABALHADO,Confeccao,BLUSA,2015-04-01,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.0,79.9
2278,CAT C PALA,Confeccao,BLUSA,2014-10-01,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
2279,CAT EST. C/TULE,Confeccao,BLUSA,2014-08-27,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
2280,CAT ESTAMP,Confeccao,BLUSA,2014-08-27,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
2281,CAT GLOSS,Confeccao,BLUSA,2014-11-12,,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.9,124.9
2282,CAT GLOSS C RENDA,Confeccao,BLUSA,2014-11-12,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.9,99.9
2283,CAT VISCOSE,Confeccao,BLUSA,2014-11-12,,27,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.809090909090905,110.80909090909093
2284,CATALOGO,Acessorios,ACESSORIOS,2012-04-05,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.49,1.5
2285,CATEIRA,Acessorios,CARTEIRA,2011-10-05,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.47,59.9
2286,CATESTEIRA,Acessorios,ACESSORIOS,2022-02-07,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.05,1.0
2287,CAVEIRA,Acessorios,ACESSORIOS,2012-09-17,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.66,3.9
2288,CAVEIRA CRISTAL,Acessorios,ACESSORIOS,2012-09-17,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,3.9
2289,CAZAQUINHO,Confeccao,BLUSA,2011-04-27,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.28333333333334,116.57
2290,CD DVD PALTERM,Acessorios,ACESSORIOS,2013-03-25,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0
2291,CESTO PARA CANALETADO,Acessorios,ACESSORIOS,2012-09-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.3,28.3
2292,CESTO SLET,Acessorios,ACESSORIOS,2012-09-26,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.32,22.32
2293,CF BLUSA DET OMBROS CM SAIA JE,Confeccao,CONJUNTO,2012-04-17,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,61.45,209.9
2294,CF BLUSA ONCA C SAIA,Confeccao,CONJUNTO,2012-04-17,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.45,219.9
2295,CF BLUSA PELUCIA MANGA C SAIA,Confeccao,CONJUNTO,2012-04-17,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51.45,179.9
2296,CF BLUSA PREGA SOBREPOSTA C SA,Confeccao,CONJUNTO,2012-04-17,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46.95,169.9
2297,CF BLUSA SILK BAILARINA C SAIA,Confeccao,CONJUNTO,2012-04-17,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.95,199.9
2298,CH BICHINHO,Sapato Feminino,CHINELOS,2012-09-26,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.3,12.9
2299,CH LISTRADO,Sapato Feminino,CHINELOS,2012-09-26,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.63,11.9
2300,CH MALHA,Sapato Feminino,CHINELOS,2012-09-26,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.795,12.9
2301,CHALE C/FRANJA,Acessorios,ACESSORIOS,2013-03-26,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.9,39.9
2302,CHAMISE,Confeccao,CAMISA,2021-05-27,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,152.4,262.4
2303,CHAMISE,Confeccao,CASACO,2014-03-12,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
2304,CHAMISE,Confeccao,VESTIDO,2019-05-23,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,139.9,249.9
2305,CHAMISIE,Confeccao,BLUSA,2011-09-14,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,139.9
2306,CHEMISE,Confeccao,BLUSA,2015-07-24,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.90000000000002,196.5666666666667
2307,CHEMISE,Confeccao,CAMISA,2022-03-17,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.76,209.9
2308,CHEMISE,Confeccao,CAMISOLA,2012-09-25,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71.16,149.9
2309,CHEMISE,Confeccao,VESTIDO,2012-05-31,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,63.3475,209.9
2310,CHEMISE BARBARA,Confeccao,BLUSA,2016-03-11,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,199.9
2311,CHEMISE DE SEDA,Confeccao,CAMISA,2013-05-22,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
2312,CHEMISE DE TENCEL,Confeccao,BLUSA,2014-05-28,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,179.9
2313,CHEMISE ELENA,Confeccao,BLUSA,2016-03-11,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,129.9,219.9
2314,CHEMISE NAYARA,Confeccao,BLUSA,2016-03-11,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,199.9
2315,CHEMISE SAMANTA,Confeccao,BLUSA,2016-04-18,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,179.9
2316,CHEMISE TRICO,Confeccao,BLUSA,2011-04-29,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.95,119.9
2317,CHEMISE XADREX,Confeccao,BLUSA,2012-03-07,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,96.9,169.9
2318,CHEMISE XADREZ,Confeccao,BLUSA,2011-05-19,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.95,149.91
2319,CHEMISIE JEANS,Confeccao,BLUSA,2017-06-01,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.96,199.9
2320,CHEMISIE JESSICA,Confeccao,BLUSA,2016-03-11,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,199.9
2321,CHEMISIER,Confeccao,VESTIDO,2019-03-19,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71.89,149.9
2322,CHINELO,Chinelo Feminino,******************************,2016-01-13,,36,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.03,39.9
2323,CHINELO,Chinelo Feminino,CHINELO FEMININO,2019-10-31,2025-03-29,1731,32.0,1365.0,2766.8,34,1286.61,2346.21,1254.23,112.47,20.7732183908046,42.78505747126437
2324,CHINELO,Chinelo Infantil,******************************,2013-07-30,,16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.81,34.9
2325,CHINELO,Chinelo Infantil,CHINELO INFANTIL,2020-11-23,,25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.52333333333333,43.23333333333333
2326,CHINELO,Chinelo Masculino,******************************,2017-05-26,,117,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.18166666666667,56.56666666666666
2327,CHINELO,Chinelo Masculino,CHINELO MASCULINO,2016-09-30,2025-02-28,1556,11.0,334.0,688.9,17,458.55,928.3,418.94,69.9,24.09235294117647,49.75835294117647
2328,CHINELO,Sapato Feminino,******************************,2011-10-29,,324,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.343571428571428,26.685714285714283
2329,CHINELO,Sapato Feminino,CHINELO,2018-07-30,,1975,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.08154471544715,49.28203252032521
2330,CHINELO,Sapato Feminino,CHINELOS,2023-08-31,2025-03-29,11350,265.0,10966.0,24126.1,273,10636.39,18381.77,2747.36,140.0,28.25569395017794,58.73067615658363
2331,CHINELO,Sapato Feminino,RASTEIRINHA,2016-11-25,,60,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.266666666666666,109.90000000000002
2332,CHINELO,Sapato Feminino,SANDALIA,2016-12-16,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
