ID_Unico;Referencia;Custo Venda    ;Vr.Venda       ;Reposicao      ;Pr.Venda       
MAXBASIC_100_0;MAXBASIC;163,66;349,3;23,38;49,9
STZ992_47_0;STZ992;190,8;348,89;15,9;29,9
C654_3_0;C654;166,8;347,93;13,9;29,9
SLIMBRASIL_100_0;SLIMBRASIL;176,75;347,36;25,25;49,9
AJ01120_30_0;AJ01120;158,84;339,8;85,23;169,9
7174113_30_0;7174113;182,28;339,8;61,29;119,9
120410_100_0;120410;317,9;339,7;28,9;39,9
050_3_0;50;190,8;339;15,9;29,9
022_12_0;22;310,8;339,89;25,9;49,9
1139_100_0;1139;162;339,2;18;39,9
306304_7_0;306304;395,7;339,91;61,99;129,9
05_12_0;5;148,2;339,05;11,4;29,9
B68_14_0;B68;238,8;339,41;19,9;39,9
TOPDISNE_100_0;TOPDISNE;206,9;339,3;20,69;39,9
SLIMFLORAL_100_0;SLIMFLORAL;230,2;339,3;23,02;39,9
050_4_0;50;190,8;337,5;15,9;29,9
7135100_21_0;7135100;260,55;337,63;27,24;59,9
T5123_11_0;T5123;329,5;337,84;63,92;129,9
TRADICIONAL4_100_0;TRADICIONAL4;174,48;337;15,61;29,9
ANIMALS_100_0;ANIMALS;179,36;334,3;22,42;44,9
12295_312_0;12295;144,04;332,85;36,01;139,9
RA211_14_0;RA211;84,9;331,3;42,45;169,9
DAQUIDALI_8_0;DAQUIDALI;317,9;329,9;28,9;59,9
10110_17_0;10110;322,8;329,32;26,9;49,9
10110_21_0;10110;295,9;329,8;26,9;49,9
7090_47_0;7090;206,7;329,18;15,9;29,9
231_31_0;231;181,3;329,4;25,9;49,9
5658116_3_0;5658116;261,84;323,56;41,06;89,9
11J481X_3_0;11J481X;160,56;319,8;80,28;159,9
6363121_3_0;6363121;270,4;319,85;31,8;69,9
7125104_21_0;7125104;283,44;319,47;33,33;69,9
5287210_3_1;5287210;204,4;319,57;24,04;49,9
50271223_3_0;50271223;155,82;319,6;24,43;59,9
5676103_2_0;5676103;172,02;319,49;26,97;59,9
5642213_12_0;5642213;207,97;319,68;27,95;59,9
317_47_0;317;279;319,89;31;59,9
7090_3_0;7090;190,8;319,09;15,9;29,9
AA5603_3_0;AA5603;318,8;319,96;79,7;159,9
388_12_0;388;195,3;319,54;27,9;59,9
B68_12_0;B68;258,7;319,65;19,9;39,9
BK313_12_0;BK313;215,2;319,74;26,9;49,9
DEBORA3001_47_0;DEBORA3001;368,1;319,66;40,9;79,9
ATHLETIC_100_0;ATHLETIC;158,24;319,2;21,23;39,9
TRADICIONAL2_100_0;TRADICIONAL2;173,69;319;16,95;29,9
VELVET_100_0;VELVET;157,12;319,6;42,16;79,9
SLIM3_100_0;SLIM3;229,84;319,5;28,73;49,9
SLIMGLOSS1_100_0;SLIMGLOSS1;190,8;319,3;21,2;39,9
METALLIC_100_0;METALLIC;165,72;319,5;27,62;59,9
SLIMROMANCE_100_0;SLIMROMANCE;162,32;319,2;20,29;39,9
SLIMPALE1_100_0;SLIMPALE1;193,62;318,78;27,66;49,9
702_635_0;702;190,8;318,21;15,11;39,9
714102_3_0;714102;477,25;311,87;87,81;169,9
251048_47_0;251048;282,25;311,92;51,93;119,9
5443104_3_0;5443104;266,14;311,48;35,77;79,9
714104_70_0;714104;545,7;310;83,67;169,9
0170_3_0;170;154;309,1;14;29,9
260_3_0;260;225;309,7;25;49,9
072_8_0;72;219;309,5;21,9;39,9
AA3008_7_0;AA3008;233,4;309,8;77,8;149,9
6760605_3_0;6760605;374,76;309,83;62,46;129,9
DISNEY2_100_0;DISNEY2;159,32;309,4;24,43;44,9
5287210_8_0;5287210;178,85;307,63;24,04;49,9
52059_3_0;52059;156,8;304,3;14,43;34,9
BQ08_3_0;BQ08;224,1;304,78;24,9;49,9
5658116_30_0;5658116;261,84;303,39;41,06;89,9
Y7225_3_0;Y7225;249,99;300;89,43;169,9
1122600_101_0;1122600;159,36;299,67;37,48;79,9
5447523_30_0;5447523;159,57;299,7;57,08;99,9
KATLEA_30_0;KATLEA;209;299,5;20,9;39,9
0140_14_0;140;140;299;14;29,9
051_9_0;51;199;299,6;19,9;39,9
401214_30_0;401214;284,4;299,96;43,61;99,9
LP65_3_0;LP65;252;299,77;28;59,9
AP33_3_0;AP33;271,2;299,67;33,9;69,9
09_3_0;9;114;299;11,4;29,9
ISABELLY601_47_0;ISABELLY601;288;299,85;36;79,9
SQUARE_100_2;SQUARE;139,3;299,5;29,9;59,9
TRADICIONAL3_100_0;TRADICIONAL3;175,89;299,2;17,16;29,9
TUCANO_100_0;TUCANO;185,5;299,7;28,44;49,9
COMFORT_100_0;COMFORT;159;299,4;28,44;49,9
PJ7122_2_0;PJ7122;183,95;299,69;39,48;79,9
369202_5_0;369202;154;299,9;154,53;299,9
SLIMLOGO_100_0;SLIMLOGO;151,44;298,74;18,93;39,9
ORGANICO_100_0;ORGANICO;150,54;297,32;26,93;49,9
250247_3_0;250247;165,9;296,21;89,02;169,9
6412111_11_0;6412111;254,55;295,56;47,9;99,9
T4829_14_0;T4829;263,6;295,86;63,92;129,9
6210455_12_0;6210455;141,87;294,65;44,49;99,9
Z5422_30_0;Z5422;277,76;293,69;65,97;139,9
86810_100_0;86810;287,2;290;35,9;69,9
K0011_4_0;K0011;80,45;289,9;86,34;289,9
1007_3_0;1007;280;289,8;40;79,9
6394101_3_0;6394101;236,45;289,82;44,49;99,9
AP27_37_0;AP27;271,2;289,56;33,9;69,9
09_14_0;9;114;289;11,4;29,9
10777_30_0;10777;195,55;289,98;39,11;149,9
LOGO_100_1;LOGO;171,36;289,6;26,27;49,9
DUAL_100_0;DUAL;147,8;289,58;29,56;59,9
TOPFASHION_100_0;TOPFASHION;204,75;289,5;29,25;49,9
704_53_0;704;174,9;289,8;15,11;39,9
7010_12_0;7010;174,9;289,8;15,11;39,9
7010_4_0;7010;174,9;289,8;15,11;39,9
CQ0034_5_0;CQ0034;102,9;279,87;51,45;199,9
303803_3_0;303803;552,65;279,77;74,21;149,9
DM0030_312_0;DM0030;99,9;279,83;48,45;199,9
6291975_47_0;6291975;236,45;279,72;44,49;99,9
6291979_12_0;6291979;236,45;279,78;44,49;99,9
6291979_3_0;6291979;236,45;279,83;44,49;99,9
1878_31_0;1878;110,76;279,87;36,92;139,9
06_9_0;6;180;279,45;18;39,9
Y8204_3_0;Y8204;142,3;279,73;71,15;139,9
BK308_31_0;BK308;173,4;279,63;28,9;59,9
1310_14_0;1310;168;279,47;14;29,9
C654_12_0;C654;166,8;279,58;13,9;29,9
DUALD_100_0;DUALD;143,68;279,6;38,55;69,9
BLISS_100_0;BLISS;132,12;279,6;35,45;69,9
DUAL3_100_0;DUAL3;137,96;279,6;37,02;69,9
SLIMPAISAGE_100_0;SLIMPAISAGE;201,11;279,55;28,73;49,9
TOPDISNEY_100_0;TOPDISNEY;197,2;279,6;19,72;39,9
TOPANIMALS_100_0;TOPANIMALS;143,68;279,19;17,96;34,9
SLIMORGANIC_100_0;SLIMORGANIC;142,1;279,3;20,3;39,9
50941376_12_0;50941376;207,97;277,82;27,95;59,9
52075_75_0;52075;200,28;274,8;15,35;34,9
TOPBASIC_100_0;TOPBASIC;151,68;274,5;18,96;39,9
040_75_0;40;260,1;271,7;28,9;59,9
830215925_38_0;830215925;131,7;269,7;47,11;89,9
0170_350_0;170;140;269,2;14;29,9
1957405_3_0;1957405;190,8;269,87;62,96;129,9
6411105_12_0;6411105;236,45;269,81;44,49;99,9
SLIMBRASIL_100_1;SLIMBRASIL;148,1;269,6;31,79;59,9
T1282481_6_0;T1282481;298,8;269,9;23,66;49,9
DEBORA020_12_0;DEBORA020;314,3;267,66;44,9;79,9
723_9_0;723;143,1;267,91;15,11;39,9
7125215_3_0;7125215;195,4;263,65;36,77;79,9
4220200_3_0;4220200;258,78;263,55;40,58;89,9
11U339X_3_0;11U339X;178,42;259,85;89,21;179,9
500395_3_0;500395;130,9;259,8;70,24;129,9
CY0003_7_0;CY0003;89,9;259,85;44,95;179,9
303801_7_0;303801;465;259,7;72,85;149,9
50271223_3_1;50271223;155,82;259,86;24,43;59,9
0301_4_0;301;262,9;259,9;23,9;49,9
270000_3_0;270000;213;259,9;15,09;39,9
7005_30_0;7005;306,9;259,9;27,9;49,9
6409102_3_0;6409102;155,76;259,7;48,84;99,9
6412105_12_0;6412105;185,12;259,9;43,54;99,9
09_12_0;9;102,6;259,2;11,4;29,9
1039_245_0;1039;168;259,75;14;29,9
DEBORA1009_47_0;DEBORA1009;286,3;259,71;40,9;79,9
SPRING1_100_0;SPRING1;175,59;259,6;19,51;39,9
CT0001_2_0;CT0001;136,2;259,8;68,1;129,9
SLIMNAUTI1_100_0;SLIMNAUTI1;176,96;257,62;25,28;49,9
SLIMROMANCE1_100_0;SLIMROMANCE1;152,74;252,41;21,82;39,9
6416100_3_0;6416100;236,6;251,75;31,8;69,9
1001_47_0;1001;279;250;31;59,9
370803_2_0;370803;131,95;249,9;132,4;249,9
K0009_12_0;K0009;74,85;249,9;80,33;249,9
GLOSS0_100_0;GLOSS0;120,2;249,5;25,8;49,9
SLIMCACTUS_100_0;SLIMCACTUS;170,96;249,6;21,37;39,9
SLIMPALE_100_0;SLIMPALE;133,65;249,5;26,73;49,9
VIBES_100_0;VIBES;132,12;248,37;23,63;44,9
5443104_30_0;5443104;228,12;247,5;35,77;79,9
1957405_30_0;1957405;190,8;243,4;62,96;129,9
6416100_47_0;6416100;202,8;243,78;31,8;69,9
6262477_3_0;6262477;209,28;241,89;49,22;119,9
1004_2_0;1004;49,98;239,8;26,82;119,9
1006_2_1;1006;49,98;239,8;26,82;119,9
C1301_3_0;C1301;113,46;239,8;53,89;119,9
989003_3_0;989003;417,8;239,96;96,09;199,9
6363123_47_0;6363123;229,38;239,82;35,97;79,9
6363122_2_0;6363122;190,74;239,7;29,91;69,9
AR0190_47_0;AR0190;140,85;239,92;46,95;179,9
119736CP_3_0;119736CP;251,7;239,7;83,9;159,9
7016461_30_0;7016461;210,64;239,83;49,54;99,9
AA3008_3_0;AA3008;233,4;239,98;77,8;149,9
DR0015_50_0;DR0015;142,35;239,92;46,03;189,9
473_30_0;473;269,4;239,67;44,9;79,9
6411107_30_0;6411107;227,8;239,95;53,58;119,9
005_17_0;5;201,6;239,79;22,4;49,9
185_37_0;185;199,5;239,55;39,9;79,9
C509_12_0;C509;199;239,77;19,9;39,9
C508_27_0;C508;218,9;239,9;19,9;39,9
LIAB_100_0;LIAB;138;239,27;11,5;19,99
SURFER_100_0;SURFER;118,12;239,6;31,69;59,9
NAUTICAL1_100_0;NAUTICAL1;147,35;239,7;31,63;59,9
POWER0_100_0;POWER0;130,41;239,7;46,65;79,9
POWERLIGHT_100_0;POWERLIGHT;131,94;239,4;21,99;39,9
SLIMGLOSS0_100_1;SLIMGLOSS0;127,2;239,4;21,2;39,9
SLIMGLOSS_100_1;SLIMGLOSS;127,2;239,4;21,2;39,9
TOPANIMALS1_100_0;TOPANIMALS1;115,38;239,4;19,23;39,9
ROMANTICA_100_0;ROMANTICA;140,76;239,27;11,73;19,99
C513_3_0;C513;179,1;238,42;19,9;39,9
370801_30_0;370801;133,5;237,4;133,95;249,9
5672100_38_0;5672100;197,4;237,62;37,14;79,9
1277_30_0;1277;238;236,9;34;69,9
405_47_0;405;179,2;230;22,4;39,9
372003_3_0;372003;114,5;229,9;114,89;229,9
DISNEY0_100_0;DISNEY0;110,15;224,5;22,03;44,9
FANTASIA_100_1;FANTASIA;109,8;224,1;12,2;24,9
714100_47_0;714100;260,85;221,9;79,99;169,9
270000_318_0;270000;195,25;220;15,09;39,9
611851_113_0;611851;112,46;219,9;120,69;219,9
A2449_3_0;A2449;56,07;219,9;56,07;219,9
A4870_23_0;A4870;56,07;219,9;56,07;219,9
UC010301_3_0;UC010301;104,31;219,9;111,94;219,9
UC010302_41_0;UC010302;104,31;219,9;111,94;219,9
A4197_2_0;A4197;56,07;219,9;56,07;219,9
5642201_3_0;5642201;118,84;219,7;27,95;59,9
5676102_3_0;5676102;118,84;219,63;27,95;59,9
0170_14_0;170;126;219,5;14;29,9
260_30_0;260;175;219,8;25;49,9
A434_3_0;A434;372,9;219,77;33,9;59,9
P119_100_0;P119;130,9;219,11;11,9;19,99
101_3_0;101;126,5;219;11,5;19,9
ISABELLY1020_41_0;ISABELLY1020;259;219,91;37;79,9
ISABELLY587_47_0;ISABELLY587;153,3;219,7;21,9;49,9
TOPADULTO_100_1;TOPADULTO;111;219,6;19,85;39,9
YOUMETAL_100_0;YOUMETAL;142,12;219,79;35,53;69,9
FANTASIA1_100_0;FANTASIA1;107,2;219,4;14,38;29,9
FANTROMA_100_0;FANTROMA;129,03;219,59;11,73;19,99
501_12_0;501;126,5;218,46;11,5;19,9
020_4_0;20;144,5;217,59;28,9;59,9
Y8204_12_0;Y8204;213,45;210;71,15;139,9
SLIMFLORAL1_100_0;SLIMFLORAL1;182,5;210;36,5;69,9
CT04480002_3_0;CT04480002;104,45;209,9;104,45;209,9
7016461_3_0;7016461;210,64;209,9;49,54;99,9
4232100_47_0;4232100;210,64;209,7;49,54;99,9
090_12_0;90;120;209,5;15;29,9
010_100_0;10;104,3;209,3;14,9;29,9
ISABELLY422_3_0;ISABELLY422;206,1;209,92;22,9;49,9
POWERLIGHT_100_1;POWERLIGHT;109,95;209,5;21,99;39,9
FANTASIAJOY_100_0;FANTASIAJOY;97,8;209,4;16,3;34,9
11529266_2_0;11529266;195,9;209,96;39,18;79,9
TOPANIMALS_100_1;TOPANIMALS;107,76;209,4;17,96;34,9
7139104_350_0;7139104;184,68;201,75;43,44;89,9
2437253_30_0;2437253;209;200;112,15;199,9
2431204_3_0;2431204;181,7;200;97,5;179,9
PJ7277_43_0;PJ7277;173,98;200;93,36;179,9
826315908_3_0;826315908;105,8;199,8;56,77;99,9
822215919_38_0;822215919;97,8;199,8;52,48;99,9
5676102_12_0;5676102;148,55;199,82;27,95;59,9
356719_2_0;356719;101,95;199,9;102,3;199,9
MB222_47_0;MB222;103,22;199,8;55,39;99,9
6409102_12_0;6409102;103,84;199,8;48,84;99,9
06_30_0;6;162;199,82;18;39,9
LP56_14_0;LP56;195,3;199,95;27,9;59,9
510_12_0;510;134,4;199,67;22,4;39,9
7141104_350_0;7141104;215,65;199,84;40,58;89,9
JULIANA1101_3_0;JULIANA1101;199,5;199,79;39,9;79,9
ATHLETIC2_100_0;ATHLETIC2;87,85;199,5;18,86;39,9
SLIMLOGO0_100_0;SLIMLOGO0;145,38;199,9;24,23;49,9
12629155_9_0;12629155;174,15;199,9;34,83;69,9
1358_100_1;1358;120,89;199,49;10,99;19,99
1194_47_0;1194;168;195,81;28;59,9
ISABELLY1012_47_0;ISABELLY1012;131,6;195,69;32,9;69,9
4196603_3_0;4196603;142,77;194,68;44,77;99,9
6737923_3_0;6737923;174,96;191,84;58,32;119,9
040_30_0;40;144,5;191,65;28,9;59,9
111076_7_0;111076;215,85;189,9;66,19;139,9
4232100_3_0;4232100;105,32;189,8;49,54;99,9
302_41_0;302;208;189,8;26;49,9
SANDARY270_75_0;SANDARY270;160;189;20;39,9
HYPE0_100_1;HYPE0;110,52;189,8;27,63;59,9
SLIMFLORH_100_0;SLIMFLORH;130,4;189,7;26,08;49,9
7139105_3_0;7139105;190,35;187,77;35,82;79,9
1005_37_0;1005;179,6;187,76;44,9;89,9
5718603_3_0;5718603;168,75;181,91;56,25;119,9
DA792_2_0;DA792;88,88;180,4;95,38;189,9
AZALEIA817600_8_0;AZALEIA817600;173,37;180;79;119,9
12629155_9_1;12629155;208,98;180;34,83;69,9
12629155_41_0;12629155;139,32;180;34,83;69,9
7395103_30_0;7395103;90,14;179,9;90,93;179,9
270000_30_0;270000;142;179,9;15,09;39,9
500207_3_0;500207;195;179,99;44,85;99,9
RA250_41_0;RA250;44,95;179,9;44,95;179,9
NAUTICAL_100_0;NAUTICAL;89,4;179,7;31,98;59,9
TOPNAUTICAL0_100_0;TOPNAUTICAL0;85,35;179,7;28,45;59,9
DUAL0_100_1;DUAL0;118,24;179,8;29,56;59,9
SLIMLOGOZ_100_0;SLIMLOGOZ;96,92;179,7;24,23;49,9
MC802_5_0;MC802;89,6;179,9;96,16;179,9
MC802_3_0;MC802;89,6;179,9;96,16;179,9
MA722_3_0;MA722;89,6;179,9;92,01;179,9
822215917_2_0;822215917;91,8;176,49;49,26;89,9
11529266_3_0;11529266;195,9;170;39,18;79,9
1220224_7_0;1220224;241,05;169,84;43,47;99,9
LUIZA142_3_0;LUIZA142;203,4;169,87;33,9;69,9
TOPAD_100_0;TOPAD;85,74;169,5;14,29;29,9
SLIMPALETTE_100_0;SLIMPALETTE;111,68;169,7;27,92;49,9
UC090305_14_0;UC090305;79,45;169,9;85,26;169,9
6416101_30_0;6416101;135,2;161,76;31,8;69,9
1912908_3_0;1912908;211,35;160;42,27;89,9
302502_2_0;302502;221,85;160;69,51;139,9
ELEVATION594_4_0;ELEVATION594;176,06;159,8;88,03;169,9
5667404_8_0;5667404;146,52;159,78;45,95;99,9
8224626_30_0;8224626;97,16;159,8;22,85;49,9
1781421_12_0;1781421;103,84;159,88;48,84;99,9
1912909_3_0;1912909;171,12;159,98;42,78;89,9
303801_3_0;303801;232,5;159,95;72,85;149,9
5287210_3_2;5287210;82,89;159,8;26;59,9
A434_30_0;A434;305,1;159,96;33,9;59,9
6394117_2_0;6394117;150,94;159,95;71;149,9
ISABELLY1019_47_0;ISABELLY1019;155,6;159,72;38,9;79,9
STYLE0_100_0;STYLE0;71,24;159,6;19,11;39,9
ELEGANCE_100_0;ELEGANCE;94,38;159,6;16,88;29,9
GLOSS_100_0;GLOSS;77,2;159,6;20,71;39,9
SIMPSONS0_100_0;SIMPSONS0;94,48;159,8;23,62;49,9
SLIMHARMONY_100_0;SLIMHARMONY;107,6;159,7;21,52;39,9
7139105_30_0;7139105;152,28;157,8;35,82;79,9
SLIMSPARKLE_100_1;SLIMSPARKLE;119,88;150;39,96;79,9
AL370302_30_0;AL370302;69,83;149,9;74,94;149,9
4196603_2_0;4196603;142,77;149,76;44,77;99,9
197624_7_0;197624;138,93;149,89;46,31;99,9
MM070103_14_0;MM070103;69,52;149,9;74,61;149,9
Z5142_47_1;Z5142;74,07;149,9;70,36;149,9
ISABELLY422_47_0;ISABELLY422;91,6;149,78;22,9;49,9
ALOHA2_100_1;ALOHA2;69,03;149,7;24,7;49,9
BASICTOP_100_0;BASICTOP;69,21;149,7;24,76;49,9
POPUP_100_0;POPUP;98,2;149,9;26,35;49,9
BRASIL10_100_1;BRASIL10;80,1;149,7;28,65;49,9
BASIC_100_2;BASIC;69,21;149,7;24,76;49,9
STYLE_100_0;STYLE;79,5;149,5;17,06;29,9
SLIMCORDEL_100_0;SLIMCORDEL;86,55;149,7;28,85;49,9
SLIMFLORH_100_1;SLIMFLORH;78,24;149,7;26,08;49,9
SLIMFLORAL_100_1;SLIMFLORAL;79,77;149,7;26,59;49,9
SLIMHERO_100_0;SLIMHERO;89,94;149,7;29,98;49,9
PAISAGE_100_0;PAISAGE;80,01;149,7;26,67;49,9
1444100_3_0;1444100;71,45;142,4;76,68;149,9
7113100_3_0;7113100;129,6;141,89;30,48;69,9
7141100_3_0;7141100;167,05;141,93;31,43;69,9
5719604_3_0;5719604;112,5;141,9;56,25;119,9
T4819_12_0;T4819;121,8;141,91;59,07;119,9
14180_47_0;14180;124,46;140;62,23;119,9
C1282_12_0;C1282;70,92;139,89;67,37;139,9
AA5702_50_0;AA5702;140,4;139,97;70,2;139,9
5296530_3_0;5296530;66,26;139,8;35,56;69,9
5296584_3_0;5296584;74,3;139,8;39,87;69,9
5296584_2_0;5296584;74,3;139,8;39,87;69,9
DP0009_11_0;DP0009;91,9;139,95;44,57;189,9
12279_11_0;12279;136,62;139,94;68,31;139,9
Z5036_30_0;Z5036;138,88;139,97;65,97;139,9
SANDARY290_30_0;SANDARY290;89,6;139,87;22,4;49,9
TIMES_100_0;TIMES;66,62;139,8;35,75;69,9
SLIMNAUTY_100_0;SLIMNAUTY;94,36;139,8;23,59;49,9
1837421_47_0;1837421;128,8;137,9;60,59;129,9
12629138_41_0;12629138;174,15;130;34,83;69,9
CT04200030_4_0;CT04200030;63,45;129,9;63,45;129,9
020_37_0;20;122,5;129,87;17,5;39,9
SLIMANIMALS_100_1;SLIMANIMALS;74,7;129,8;26,72;49,9
CT00010007_3_1;CT00010007;63,45;129,9;63,45;129,9
JULIANA1103_3_0;JULIANA1103;119,7;127,78;39,9;79,9
CT00010001_479_0;CT00010001;58,95;123,4;58,95;119,9
L6552_30_0;L6552;138,88;120;65,97;139,9
6280154_3_0;6280154;99,57;120;33,19;69,9
310001_30_0;310001;153;120;71,91;159,9
PJ7122_43_0;PJ7122;73,58;120;39,48;79,9
1006_3_0;1006;24,99;119,9;26,82;119,9
1013_63_0;1013;24,99;119,9;26,82;119,9
979014_7_0;979014;208,9;119,9;96,09;199,9
6530101_12_0;6530101;55,65;119,9;59,72;119,9
7199103_30_0;7199103;57,15;119,9;48,58;119,9
245_27_0;245;89,6;119,94;22,4;39,9
LP146_3_1;LP146;164;119,86;41;79,9
JULIANA1108_3_0;JULIANA1108;101,7;119,89;33,9;69,9
L6343_41_0;L6343;222,21;119,8;68,96;149,9
301_3_0;301;104;119,88;26;49,9
SANDARY288_4_0;SANDARY288;89,6;119,94;22,4;49,9
ISABELLY602_3_0;ISABELLY602;114;119,78;38;79,9
SURFER_100_1;SURFER;58,9;119,8;31,61;59,9
BASIC1_100_0;BASIC1;62,91;119,7;22,51;39,9
ATHLETIC0_100_0;ATHLETIC0;57,51;119,7;20,58;39,9
SLIMTROP_100_0;SLIMTROP;86,19;119,8;28,73;49,9
500391_30_0;500391;56,95;119,9;61,12;119,9
C1301_41_0;C1301;56,73;113,9;53,89;119,9
6210455_3_0;6210455;92,56;109,93;43,54;99,9
SANDARY223_4_0;SANDARY223;99,6;109,94;24,9;49,9
SANDARY255_14_0;SANDARY255;89,6;109,88;22,4;49,9
020_2_0;20;86,7;107,79;28,9;59,9
1122600_3_1;1122600;74,44;100;34,99;79,9
CV0013_9_0;CV0013;52,45;100;52,45;199,9
PJ7279_43_0;PJ7279;73,99;100;79,4;149,9
5667404_3_0;5667404;94,76;99,8;44,57;99,9
826315908_21_0;826315908;53,9;99,9;57,84;99,9
197638_3_0;197638;94,64;99,9;47,32;99,9
1214205_3_4;1214205;47,29;99,9;44,49;99,9
5672100_3_0;5672100;78,96;99,78;37,14;79,9
822215919_3_0;822215919;48,9;99,9;52,48;99,9
LOGAN2_3_0;LOGAN2;55,34;99,97;55,34;109,9
5447518_30_0;5447518;45,34;99,9;48,66;99,9
5447518_2_0;5447518;45,34;99,9;48,66;99,9
78130_100_0;78130;71,8;99,8;35,9;39,9
7141105_41_0;7141105;139,74;99,95;43,82;89,9
LORETTA5163_30_0;LORETTA5163;119,7;99,9;39,9;79,9
040_27_0;40;97,5;99,95;19,5;39,9
031_3_0;31;97,5;99,97;19,5;39,9
ISABELLY510_47_0;ISABELLY510;86,7;99,93;28,9;59,9
DEBORA1000_30_0;DEBORA1000;78;99,9;26;59,9
ANIMALS_100_1;ANIMALS;51,42;99,8;27,59;49,9
SLIMANIMALS_100_2;SLIMANIMALS;51,94;99,8;27,87;49,9
GLOSS_100_1;GLOSS;51,42;99,8;27,59;49,9
ANIMALS2_100_0;ANIMALS2;50,66;99,8;27,19;49,9
GLOSS_100_2;GLOSS;51,1;99,8;27,42;49,9
ROMANTICA_100_1;ROMANTICA;58,65;99,46;11,73;19,9
7113112_47_0;7113112;80,18;95,84;37,72;79,9
8224626_3_0;8224626;97,16;90;22,85;49,9
5854549_47_0;5854549;105,8;90;51,31;99,9
8224604_3_0;8224604;93,12;89,84;21,9;49,9
830215925_3_0;830215925;43,9;89,9;47,11;89,9
AA5705_3_0;AA5705;88,26;80;88,26;169,9
LUIZA138_30_0;LUIZA138;128;80;32;69,9
12629138_4_0;12629138;139,32;80;34,83;69,9
11J497X_62_0;11J497X;95,08;79,96;95,08;189,9
7125106_50_0;7125106;70,06;79,8;32,96;69,9
5287210_30_1;5287210;55,26;79,86;26;59,9
7132100_3_0;7132100;86,26;79,9;40,58;89,9
7135104_12_0;7135104;66,82;79,98;31,43;69,9
L5922_3_0;L5922;99,98;79,98;47,49;99,9
6403100_8_0;6403100;109,96;79,95;47,67;119,9
1194_3_0;1194;56;79,95;28;59,9
DEBORA1030_9_0;DEBORA1030;52;79,9;26;59,9
SANDARY205_47_0;SANDARY205;74,7;79,99;24,9;49,9
STYLE1_100_0;STYLE1;35,62;79,8;19,12;39,9
SLIMGLOS_100_1;SLIMGLOS;42,4;79,8;21,2;39,9
FANTASIAUP_100_0;FANTASIAUP;36,6;74,7;12,2;24,9
AZALEIA817600_50_0;AZALEIA817600;57,79;71,9;57,79;119,9
5719604_30_0;5719604;56,25;71,95;56,25;119,9
14186_47_0;14186;62,23;70;62,23;119,9
8271076_8_0;8271076;48,21;70;43,47;99,9
197624_245_0;197624;104,72;69,9;52,36;99,9
187841_3_0;187841;80,52;69,98;40,26;79,9
7123107_30_1;7123107;46,17;69,9;43,44;99,9
FANTASIA0_100_0;FANTASIA0;32,6;64,8;16,3;34,9
6754924_21_0;6754924;62,46;60;62,46;119,9
500203_3_0;500203;86,9;60;39,97;89,9
310004_30_0;310004;79,5;60;74,73;159,9
L6633_37_0;L6633;64,81;60;61,57;129,9
SANDARY226_3_0;SANDARY226;44,8;60;18,4;39,9
L6632_41_0;L6632;60,18;59,9;57,17;119,9
JULIANA110_3_0;JULIANA110;79,8;59,98;39,9;79,9
LUIZA142_47_0;LUIZA142;67,8;59,97;33,9;69,9
038_27_0;38;58,5;59,97;19,5;39,9
CLARA014_14_0;CLARA014;34,2;59,9;11,4;24,9
NAUTICAL2_100_0;NAUTICAL2;29,47;59,9;31,63;59,9
SIMPSONS2_100_0;SIMPSONS2;31,32;59,9;33,62;59,9
120_2_0;120;57,8;55,93;28,9;59,9
199522_38_0;199522;45,3;55,71;45,3;99,9
7132110_12_0;7132110;43,13;53,9;40,58;89,9
DIJEAN286291_3_0;DIJEAN286291;53,3;50;26,65;59,9
199501_3_0;199501;44,29;50;44,29;89,9
1220224_3_0;1220224;48,21;50;43,47;99,9
DIJEAN286291_38_0;DIJEAN286291;53,3;49,98;26,65;59,9
CLARA09_14_0;CLARA09;34,2;49,9;11,4;24,9
5292214_3_0;5292214;47,29;49,97;39,91;99,9
ISABELLY1010_47_0;ISABELLY1010;50;49,97;25;49,9
GLOSS_100_3;GLOSS;25,98;49,9;27,88;49,9
SLIMNAUTICAL_100_0;SLIMNAUTICAL;25,63;49,9;25,63;49,9
111081_3_0;111081;77,95;40;71,71;149,9
14901S18_30_0;14901S18;49,9;40;48,4;99,9
CLARA09_35_0;CLARA09;22,8;40;11,4;24,9
6280154_41_0;6280154;33,8;40;33,8;69,9
SLIMLOGO_100_1;SLIMLOGO;39,38;40;19,69;39,9
AZALEIA438356_47_0;AZALEIA438356;71,08;39,99;35,54;69,9
1184196_350_0;1184196;61,38;39,9;57,7;119,9
AP28_2_0;AP28;33,9;39,9;33,9;69,9
6280154_21_0;6280154;33,19;39,95;33,19;69,9
L5898_18_0;L5898;60,18;39,98;57,17;119,9
BECCBOO03_25_0;BECCBOO03;35,9;39,95;35,9;69,9
8381106_12_0;8381106;42,53;39,99;40,01;89,9
SANDARY220_245_0;SANDARY220;44;39,9;22;49,9
0937_100_0;937;21,8;39,88;10,9;19,99
DIJEAN286248_3_0;DIJEAN286248;26,65;30;26,65;59,9
BARONESA005_30_0;BARONESA005;22,4;30;22,4;49,9
SANDARY222_12_0;SANDARY222;22,4;30;22,4;49,9
SANDARY026_47_0;SANDARY026;18,4;30;18,4;39,9
